Comment ID,Positive,Negative,Neutral,Compound
cqadbwb,0.225,0.0,0.775,0.541
cqadtbg,0.0,0.0,1.0,0.0
cqactjf,0.291,0.184,0.525,0.3885
cqadgyn,0.375,0.0,0.625,0.6369
cqacovo,0.446,0.0,0.554,0.8878
cqad14y,0.0,0.0,1.0,0.0
cqad0pg,0.0,0.277,0.723,-0.0382
cqad4if,0.357,0.214,0.429,0.25
cqabxvf,0.0,0.543,0.457,-0.8176
cqacv2l,0.0,0.2,0.8,-0.5423
cqacr7e,0.457,0.0,0.543,0.6369
cqad08l,0.176,0.158,0.666,0.0541
cqabmzx,0.0,0.0,1.0,0.0
cqaclfp,0.0,0.0,1.0,0.0
cqadk16,0.0,0.495,0.505,-0.8687
cqac0is,0.0,0.116,0.884,-0.2732
cqad9hk,0.384,0.342,0.274,0.0772
cqae8t8,0.123,0.299,0.578,-0.5644
cqaduh9,0.0,0.0,1.0,0.0
cqadzks,0.356,0.2,0.444,0.2732
cqadjkt,0.405,0.459,0.135,-0.1027
cqae4ao,0.074,0.099,0.826,-0.2263
cqacmyf,0.0,0.512,0.488,-0.743
cqadgi9,0.318,0.0,0.682,0.6808
cqadha4,0.0,0.0,1.0,0.0
cqagnbu,0.0,0.0,1.0,0.0
cqafmu1,0.0,0.0,1.0,0.0
cqaequd,0.0,0.464,0.536,-0.8316
cqadw7x,0.231,0.213,0.556,0.0516
cqadd4j,0.0,0.0,1.0,0.0
cqadvu9,0.167,0.0,0.833,0.4215
cqaczjz,0.0,0.0,1.0,0.0
cqae542,0.18,0.401,0.419,-0.8555
cqacz94,0.0,0.545,0.455,-0.7184
cqacry6,0.208,0.294,0.498,-0.4404
cqacubl,0.0,0.241,0.759,-0.2263
cqadfsv,0.585,0.0,0.415,0.6858
cqae2rh,0.414,0.0,0.586,0.8481
cqad02g,0.0,0.345,0.655,-0.5696
cqact9r,0.0,0.0,1.0,0.0
cqae3zd,0.18,0.101,0.719,0.2732
cqadvos,0.0,0.0,1.0,0.0
cqadypv,0.0,0.074,0.926,-0.25
cqacr4y,0.0,0.0,1.0,0.0
cqadr8y,0.212,0.0,0.788,0.7684
cqad4lh,0.099,0.389,0.512,-0.8591
cqacpw4,0.0,0.0,1.0,0.0
cqaf7ii,0.0,0.0,1.0,0.0
cqadex0,0.421,0.0,0.579,0.6249
cqadxz5,0.0,0.0,1.0,0.0
cqaddpu,0.459,0.0,0.541,0.6418
cqad1e8,0.0,0.0,1.0,0.0
cqaddqk,0.392,0.0,0.608,0.664
cqacqea,0.392,0.0,0.608,0.796
cqadalm,0.352,0.366,0.282,-0.0258
cqad2di,0.0,0.569,0.431,-0.8368
cqacnjk,0.0,0.0,1.0,0.0
cqadob9,0.0,0.408,0.592,-0.7351
cqad00i,0.0,0.0,1.0,0.0
cqafin4,0.161,0.071,0.768,0.9818
cqae7o4,0.0,0.15,0.85,-0.4588
cqae97v,0.413,0.238,0.35,0.3612
cqaeldx,0.0,0.0,1.0,0.0
cqae4bz,0.351,0.119,0.529,0.5247
cqacs4v,0.0,0.0,1.0,0.0
cqae58e,0.081,0.171,0.747,-0.2617
cqaezdv,0.0,0.0,1.0,0.0
cqaey7w,0.0,0.0,1.0,0.0
cqadlvn,0.0,0.268,0.732,-0.296
cqacdif,0.0,0.0,1.0,0.0
cqadyar,0.356,0.184,0.46,0.4588
cqadn0b,0.0,0.076,0.924,-0.0191
cqad49k,0.0,0.365,0.635,-0.3182
cqad4g4,0.0,0.266,0.734,-0.4404
cqad64i,0.0,0.256,0.744,-0.8029
cqadf8s,0.237,0.0,0.763,0.4201
cqaemi1,0.0,0.268,0.732,-0.296
cqae1ml,0.165,0.312,0.523,-0.2692
cqabshd,0.0,0.0,1.0,0.0
cqadtnf,0.0,0.0,1.0,0.0
cqafpgo,0.0,0.31,0.69,-0.4019
cqad9x1,0.0,0.0,1.0,0.0
cqadc2p,0.0,0.112,0.888,-0.2263
cqadnmq,0.0,0.0,1.0,0.0
cqaepv5,0.119,0.0,0.881,0.4019
cqag0pb,0.0,0.0,1.0,0.0
cqajbln,0.348,0.156,0.496,0.5267
cqafm08,0.0,0.0,1.0,0.0
cqavqaq,0.31,0.0,0.69,0.4847
cqajmea,0.109,0.0,0.891,0.5106
cqaejw4,0.0,0.453,0.547,-0.358
cqadw1i,0.0,0.0,1.0,0.0
cqadzb9,0.365,0.0,0.635,0.3182
cqadxqp,0.0,0.0,1.0,0.0
cqafqnb,0.289,0.0,0.711,0.6478
cqaeaez,0.084,0.0,0.916,0.296
cqaee73,0.0,0.0,1.0,0.0
cqaehlh,0.0,0.0,1.0,0.0
cqamnu9,0.414,0.0,0.586,0.8469
cqaeiqk,0.0,0.266,0.734,-0.4404
cqasn9j,0.0,0.308,0.692,-0.5526
cqai0v5,0.19,0.418,0.392,-0.5423
cqadu80,0.128,0.312,0.561,-0.8481
cqae2d4,0.714,0.0,0.286,0.3612
cqae1jc,0.0,0.0,1.0,0.0
cqaemto,0.0,0.0,1.0,0.0
cqaembi,0.0,0.23,0.77,-0.6697
cqahmp1,0.0,0.307,0.693,-0.4767
cqai5wn,0.095,0.062,0.842,0.296
cqahgtt,0.064,0.111,0.825,-0.4215
cqadt41,0.0,0.0,1.0,0.0
cqafft4,0.112,0.139,0.749,-0.128
cqahavs,0.355,0.0,0.645,0.5106
cqaf92g,0.307,0.0,0.693,0.7893
cqae9c5,0.333,0.0,0.667,0.3612
cqaf06u,0.0,0.0,1.0,0.0
cqaf8ji,0.0,0.0,1.0,0.0
cqaifit,0.0,0.0,1.0,0.0
cqae6ih,0.201,0.073,0.726,0.5994
cqae4rp,0.269,0.208,0.523,0.1862
cqaejay,0.612,0.0,0.388,0.743
cqadegx,0.205,0.218,0.577,-0.0516
cqae2yt,0.0,0.0,1.0,0.0
cqag11y,0.0,0.0,1.0,0.0
cqadamd,0.0,0.0,1.0,0.0
cqad36e,0.0,0.0,1.0,0.0
cqadc8s,0.133,0.105,0.762,0.1531
cqagn8h,0.398,0.0,0.602,0.8225
cqadbo7,0.412,0.0,0.588,0.2732
cqaffgb,0.0,0.0,1.0,0.0
cqaecpf,0.0,0.0,1.0,0.0
cqahrnv,0.0,0.0,1.0,0.0
cqade74,0.224,0.045,0.732,0.6597
cqae95f,0.0,0.0,1.0,0.0
cqaglyy,0.375,0.0,0.625,0.6597
cqaee3p,0.371,0.0,0.629,0.8573
cqaghoe,0.0,0.0,1.0,0.0
cqaj46i,0.0,0.304,0.696,-0.5423
cqadwqt,0.672,0.0,0.328,0.6249
cqad2tx,0.0,0.0,1.0,0.0
cqaeh8l,0.101,0.212,0.688,-0.4767
cqae6rc,0.282,0.0,0.718,0.6249
cqad14o,0.0,0.0,1.0,0.0
cqadqvj,0.0,0.437,0.563,-0.6629
cqadlru,0.0,0.0,1.0,0.0
cqaehsz,0.312,0.0,0.688,0.7096
cqaqbi4,0.19,0.072,0.738,0.5175
cqad1vm,0.324,0.0,0.676,0.3384
cqae9su,0.39,0.0,0.61,0.4939
cqae8wx,0.499,0.0,0.501,0.4576
cqaek8b,0.0,0.0,1.0,0.0
cqaejus,0.0,0.0,1.0,0.0
cqaei39,0.0,0.0,1.0,0.0
cqafwge,0.0,0.0,1.0,0.0
cqaeg3r,0.16,0.16,0.68,-0.0018
cqaeev4,0.412,0.0,0.588,0.6369
cqaeahh,0.0,0.417,0.583,-0.6124
cqaclkf,0.0,0.525,0.475,-0.5141
cqadw5j,0.253,0.0,0.747,0.2584
cqaf2g2,0.0,0.516,0.484,-0.4939
cqaey5e,0.126,0.242,0.632,-0.296
cqad0wz,0.0,0.0,1.0,0.0
cqacpkr,0.385,0.0,0.615,0.3612
cqaeels,0.161,0.0,0.839,0.3612
cqai45j,0.125,0.0,0.875,0.25
cqaegl4,0.0,0.0,1.0,0.0
cqaeqrs,0.0,0.0,1.0,0.0
cqak8xl,0.108,0.0,0.892,0.5256
cqae4t2,0.314,0.196,0.49,0.653
cqag4u9,0.0,0.0,1.0,0.0
cqadwyn,0.5,0.0,0.5,0.6115
cqads9p,0.0,0.0,1.0,0.0
cqaem29,0.0,0.0,1.0,0.0
cqaeugc,0.39,0.0,0.61,0.75
cqahi5d,0.146,0.0,0.854,0.5563
cqadplq,0.449,0.347,0.204,0.128
cqae5nt,0.0,0.0,1.0,0.0
cqaergi,0.375,0.0,0.625,0.6369
cqahiw0,0.0,0.0,1.0,0.0
cqacjqt,0.0,0.0,1.0,0.0
cqaeb31,0.128,0.0,0.872,0.2263
cqag1m7,0.0,0.0,1.0,0.0
cqadutf,0.0,0.0,1.0,0.0
cqagsws,0.0,0.0,1.0,0.0
cqahi8x,0.409,0.0,0.591,0.4144
cqafwg6,0.0,0.0,1.0,0.0
cqag43a,0.0,0.111,0.889,-0.25
cqaehu3,0.198,0.0,0.802,0.4939
cqaep5v,0.222,0.0,0.778,0.6908
cqahvm7,0.072,0.074,0.854,-0.0258
cqaf3fg,0.0,0.0,1.0,0.0
cqafmb1,0.0,0.0,1.0,0.0
cqad3ls,0.0,0.0,1.0,0.0
cqad3s5,0.07,0.067,0.863,0.0258
cqadz9o,0.381,0.0,0.619,0.5719
cqahvre,0.0,0.0,1.0,0.0
cqacxg8,0.0,0.231,0.769,-0.9432
cqadu4m,0.0,0.105,0.895,-0.1935
cqact38,0.0,0.0,1.0,0.0
cqafimp,0.0,0.0,1.0,0.0
cqad5ft,0.174,0.0,0.826,0.2732
cqagowb,0.344,0.0,0.656,0.6369
cqae399,0.346,0.0,0.654,0.6486
cqaf3dc,0.18,0.0,0.82,0.296
cqafj36,0.0,0.0,1.0,0.0
cqadsao,0.2,0.0,0.8,0.3612
cqaflzu,0.259,0.0,0.741,0.4215
cqafhus,0.0,0.118,0.882,-0.34
cqadwtw,0.0,0.269,0.731,-0.886
cqafanr,0.0,0.206,0.794,-0.2057
cqao1gd,0.0,0.0,1.0,0.0
cqaeodu,0.114,0.0,0.886,0.2023
cqagp7h,0.0,0.0,1.0,0.0
cqae1ji,0.028,0.053,0.92,-0.2732
cqae46f,0.0,0.0,1.0,0.0
cqaddq2,0.356,0.22,0.424,0.3818
cqagkz4,0.111,0.208,0.681,-0.4019
cqaecbc,0.0,0.0,1.0,0.0
cqah6vz,0.265,0.09,0.644,0.7783
cqag7l5,0.239,0.086,0.676,0.5267
cqacvx4,0.294,0.0,0.706,0.3612
cqai3p9,0.0,0.0,1.0,0.0
cqad1id,0.714,0.0,0.286,0.3612
cqac4pf,0.0,0.0,1.0,0.0
cqac6iv,0.261,0.198,0.541,0.1779
cqacvz7,0.0,0.0,1.0,0.0
cqacx56,0.0,0.468,0.532,-0.5267
cqacvx7,0.0,0.0,1.0,0.0
cqacwju,0.0,0.636,0.364,-0.5423
cqaknht,0.097,0.0,0.903,0.4215
cqaddy4,0.196,0.245,0.559,-0.1341
cqafs06,0.0,0.0,1.0,0.0
cqaecqh,0.0,0.0,1.0,0.0
cqabne8,0.431,0.202,0.367,0.3612
cqac0r9,0.0,0.438,0.562,-0.5994
cqaczg6,0.0,0.0,1.0,0.0
cqacguc,0.0,0.09,0.91,-0.6652
cqac9y5,0.0,0.0,1.0,0.0
cqad4mc,0.0,0.0,1.0,0.0
cqada2j,0.0,0.0,1.0,0.0
cqaji2y,0.0,0.367,0.633,-0.7003
cqae7y9,0.182,0.427,0.39,-0.6154
cqae5l7,0.301,0.0,0.699,0.7096
cqadxpp,0.296,0.0,0.704,0.2732
cqad41l,0.0,0.0,1.0,0.0
cqadvlv,0.0,0.0,1.0,0.0
cqadi7f,0.197,0.0,0.803,0.4019
cqaf6w6,0.0,0.0,1.0,0.0
cqadi59,0.0,1.0,0.0,-0.4404
cqamoyp,0.108,0.118,0.774,-0.0772
cqai76n,0.0,0.111,0.889,-0.128
cqae730,0.0,0.0,1.0,0.0
cqad0t1,0.0,0.375,0.625,-0.34
cqaedks,0.407,0.0,0.593,0.6705
cqaekwy,0.0,0.0,1.0,0.0
cqaesxr,0.0,0.208,0.792,-0.2732
cqad4c3,0.1,0.068,0.832,0.0124
cqaeizz,0.024,0.165,0.811,-0.7998
cqag6mx,0.173,0.0,0.827,0.5803
cqadxou,0.0,0.0,1.0,0.0
cqabxcu,0.285,0.0,0.715,0.7339
cqagn04,0.0,0.0,1.0,0.0
cqael7q,0.0,0.121,0.879,-0.3291
cqaeh8p,0.0,0.524,0.476,-0.296
cqaef4d,0.0,0.0,1.0,0.0
cqagxrw,0.097,0.078,0.825,0.1027
cqaikoj,0.117,0.131,0.751,-0.0772
cqaenmp,0.0,0.28,0.72,-0.5423
cqaf959,0.0,0.0,1.0,0.0
cqaexiu,0.0,0.0,1.0,0.0
cqancwe,0.0,0.0,1.0,0.0
cqae3it,0.0,0.0,1.0,0.0
cqaf177,0.327,0.207,0.465,0.4278
cqal9t2,0.045,0.191,0.764,-0.6369
cqafzpb,0.0,0.0,1.0,0.0
cqaief4,0.162,0.126,0.712,0.0258
cqagd4s,0.0,0.0,1.0,0.0
cqaebyo,0.116,0.0,0.884,0.3716
cqaemwv,0.0,0.0,1.0,0.0
cqaeomt,0.185,0.074,0.741,0.5106
cqaejh6,0.063,0.063,0.875,0.0
cqajq8o,0.0,0.0,1.0,0.0
cqakwdu,0.211,0.0,0.789,0.4479
cqajvcw,0.0,0.0,1.0,0.0
cqafcdd,0.31,0.0,0.69,0.2023
cqafgxx,0.0,0.0,1.0,0.0
cqae0cd,0.0,0.0,1.0,0.0
cqaema8,0.2,0.0,0.8,0.3612
cqaewn3,0.263,0.0,0.737,0.3612
cqadkez,0.0,0.0,1.0,0.0
cqadvo8,0.0,0.0,1.0,0.0
cqaer3n,0.0,0.0,1.0,0.0
cqaha9f,0.18,0.139,0.68,0.0516
cqakies,0.0,0.0,1.0,0.0
cqap98f,0.137,0.274,0.589,-0.4753
cqang4s,0.0,0.0,1.0,0.0
cqatm8y,0.0,0.0,1.0,0.0
cqagiu9,0.0,0.0,1.0,0.0
cqaer9x,0.0,0.0,1.0,0.0
cqaeh70,0.0,0.0,1.0,0.0
cqah8dy,0.113,0.192,0.695,-0.7688
cqajycu,0.0,0.0,1.0,0.0
cqae76j,0.282,0.0,0.718,0.5994
cqaeirw,0.0,0.166,0.834,-0.1511
cqafpkv,0.152,0.075,0.773,0.7215
cqaj3d5,0.172,0.117,0.712,0.457
cqaewrp,0.0,0.0,1.0,0.0
cqag3iy,0.0,0.0,1.0,0.0
cqah7a7,0.208,0.0,0.792,0.2732
cqahin0,0.0,0.0,1.0,0.0
cqaflg2,0.155,0.09,0.755,0.7607
cqafrmw,0.0,0.14,0.86,-0.4767
cqaehhz,0.0,0.0,1.0,0.0
cqaedhf,0.122,0.145,0.733,-0.0289
cqaebul,0.0,0.0,1.0,0.0
cqad4k5,0.109,0.0,0.891,0.7964
cqad7nh,0.074,0.099,0.828,-0.1406
cqaes3u,0.0,0.0,1.0,0.0
cqadsi1,0.0,0.077,0.923,-0.3804
cqahreo,0.167,0.0,0.833,0.34
cqag1wf,0.216,0.176,0.608,0.1531
cqaf42t,0.214,0.122,0.663,0.2023
cqafyev,0.187,0.0,0.813,0.3182
cqajkfg,0.0,0.0,1.0,0.0
cqaigvb,0.357,0.286,0.357,0.1531
cqaeiok,0.0,0.438,0.562,-0.8316
cqaen09,0.0,0.0,1.0,0.0
cqaevpd,0.236,0.0,0.764,0.7345
cqagc3s,0.0,0.0,1.0,0.0
cqanl9n,0.231,0.0,0.769,0.6369
cqahjkm,0.0,0.0,1.0,0.0
cqagnyz,0.444,0.0,0.556,0.1531
cqagftz,0.0,0.286,0.714,-0.7783
cqagpdx,0.141,0.0,0.859,0.3182
cqaiiim,0.124,0.176,0.699,-0.4606
cqagxpc,0.0,0.0,1.0,0.0
cqaj4gd,0.0,0.0,1.0,0.0
cqad3tw,0.215,0.0,0.785,0.7506
cqahs7i,0.0,0.237,0.763,-0.4767
cqadm7c,0.0,0.0,1.0,0.0
cqaf7cp,0.274,0.0,0.726,0.5994
cqahlr0,0.0,0.244,0.756,-0.9313
cqagcee,0.0,0.0,1.0,0.0
cqajf6z,0.432,0.0,0.568,0.5859
cqaduho,0.0,0.061,0.939,-0.0772
cqakdlr,0.204,0.117,0.68,0.4019
cqahdt6,0.0,0.0,1.0,0.0
cqaprfd,0.0,0.082,0.918,-0.34
cqaetta,0.0,0.0,1.0,0.0
cqaiio9,0.068,0.0,0.932,0.4404
cqapi2y,0.0,0.145,0.855,-0.296
cqaeuci,0.0,0.0,1.0,0.0
cqai22k,0.0,0.0,1.0,0.0
cqad71e,0.0,0.0,1.0,0.0
cqacx8z,0.0,0.259,0.741,-0.2732
cqao9u1,0.0,0.0,1.0,0.0
cqabuwc,0.0,0.672,0.328,-0.8481
cqabsvq,0.131,0.201,0.667,-0.6641
cqac4d3,0.0,0.0,1.0,0.0
cqad0ma,0.338,0.0,0.662,0.6249
cqad8qt,0.0,0.0,1.0,0.0
cqaekll,0.286,0.374,0.34,-0.0772
cqaf5uf,0.367,0.115,0.519,0.7783
cqadsg2,0.278,0.0,0.722,0.4019
cqaezjv,0.322,0.0,0.678,0.6908
cqaisep,0.0,0.0,1.0,0.0
cqae7zr,0.0,0.156,0.844,-0.34
cqaief0,0.182,0.0,0.818,0.4404
cqambhd,0.156,0.111,0.734,0.7481
cqaiec6,0.0,0.194,0.806,-0.3818
cqakw7d,0.0,0.0,1.0,0.0
cqaquhd,0.189,0.087,0.724,0.5483
cqaiv4p,0.0,0.0,1.0,0.0
cqag0l4,0.263,0.0,0.737,0.431
cqahm9r,0.541,0.0,0.459,0.9565
cqaiard,0.0,0.0,1.0,0.0
cqae68l,0.0,0.0,1.0,0.0
cqaevf7,0.0,0.519,0.481,-0.8234
cqaenrr,0.186,0.0,0.814,0.6705
cqamdff,0.205,0.0,0.795,0.4767
cqalpi9,0.0,0.0,1.0,0.0
cqafjmj,0.0,0.0,1.0,0.0
cqae8ad,0.0,0.0,1.0,0.0
cqaf06q,0.0,0.0,1.0,0.0
cqaetf8,0.11,0.0,0.89,0.7227
cqafk5h,0.075,0.3,0.625,-0.68
cqaopr3,0.0,0.0,1.0,0.0
cqakr6o,0.096,0.032,0.872,0.6204
cqaesel,0.0,0.0,1.0,0.0
cqaezwl,0.198,0.236,0.566,-0.3744
cqafur8,0.0,0.375,0.625,-0.4588
cqae9pd,0.205,0.085,0.71,0.5719
cqadhv9,0.0,0.167,0.833,-0.296
cqadun6,0.0,0.078,0.922,-0.0258
cqaizsv,0.0,0.076,0.924,-0.1027
cqakygi,0.138,0.276,0.586,-0.5106
cqajvy6,0.333,0.0,0.667,0.3612
cqag87a,0.0,0.655,0.345,-0.8225
cqaf6x4,0.459,0.0,0.541,0.6249
cqajqnx,0.0,0.0,1.0,0.0
cqahpj8,0.0,0.0,1.0,0.0
cqaiy0u,0.0,0.0,1.0,0.0
cqaftyn,0.092,0.07,0.838,0.1071
cqafsk1,0.277,0.0,0.723,0.5574
cqajolx,0.028,0.56,0.413,-0.9756
cqainyr,0.028,0.0,0.972,0.0516
cqadn4q,0.0,0.0,1.0,0.0
cqae9e6,0.0,0.0,1.0,0.0
cqacevj,0.111,0.142,0.748,-0.1474
cqacg1u,0.0,0.058,0.942,-0.3818
cqakwam,0.0,0.405,0.595,-0.5267
cqajbc8,0.217,0.0,0.783,0.7269
cqakcqx,0.178,0.331,0.491,-0.3612
cqai83q,0.0,0.0,1.0,0.0
cqaesdo,0.0,0.0,1.0,0.0
cqaex35,0.0,0.302,0.698,-0.3818
cqaepqt,0.088,0.0,0.912,0.4646
cqaesny,0.0,0.0,1.0,0.0
cqafic7,0.0,0.197,0.803,-0.4003
cqaim7k,0.0,0.0,1.0,0.0
cqaesxd,0.0,0.0,1.0,0.0
cqahe3z,0.284,0.148,0.568,0.296
cqagyrk,0.0,0.0,1.0,0.0
cqaizzf,0.147,0.0,0.853,0.4176
cqaeoqa,0.0,0.067,0.933,-0.3939
cqal7h4,0.0,0.0,1.0,0.0
cqaf1l1,0.0,0.0,1.0,0.0
cqaj1n9,0.0,0.0,1.0,0.0
cqafpa6,0.413,0.0,0.587,0.5448
cqaezpz,0.074,0.264,0.661,-0.6808
cqakiwc,0.0,0.0,1.0,0.0
cqafem6,0.0,0.0,1.0,0.0
cqag3dh,0.0,0.0,1.0,0.0
cqaobcg,0.305,0.0,0.695,0.5448
cqajkmi,0.0,0.0,1.0,0.0
cqi1vb9,0.209,0.0,0.791,0.5719
cqi1kzt,0.0,0.172,0.828,-0.3595
cqi1y3d,0.112,0.188,0.699,-0.5423
cqi10qm,0.259,0.231,0.51,-0.0772
cqi1lvk,0.451,0.0,0.549,0.8412
cqi0yat,0.126,0.275,0.599,-0.5423
cqi0ub3,0.0,0.0,1.0,0.0
cqi122v,0.231,0.0,0.769,0.5859
cqi1twr,0.263,0.0,0.737,0.3612
cqi1cva,0.0,0.375,0.625,-0.5574
cqi0zqb,0.172,0.0,0.828,0.3612
cqi2d3j,0.194,0.0,0.806,0.5859
cqi0t94,0.0,0.368,0.632,-0.5423
cqi0t86,0.0,0.188,0.812,-0.8126
cqi1kzu,0.2,0.0,0.8,0.7906
cqi281b,0.0,0.0,1.0,0.0
cqi14kv,0.0,0.0,1.0,0.0
cqi0u22,0.0,0.0,1.0,0.0
cqi20zd,0.117,0.262,0.621,-0.6369
cqi1zhl,0.351,0.247,0.402,0.2023
cqi1h6g,0.267,0.0,0.733,0.8442
cqi0yo3,0.0,0.0,1.0,0.0
cqi1p6k,0.178,0.23,0.592,-0.2023
cqi191k,0.237,0.0,0.763,0.4215
cqi00jj,0.0,0.0,1.0,0.0
cqhzyds,0.0,0.0,1.0,0.0
cqi15gp,0.0,0.0,1.0,0.0
cqi0qk0,0.0,0.0,1.0,0.0
cqi1nst,0.0,0.0,1.0,0.0
cqi22zu,0.148,0.0,0.852,0.5106
cqi0wzr,0.0,0.2,0.8,-0.6442
cqi1jaw,0.0,0.655,0.345,-0.5859
cqi23sx,0.0,0.0,1.0,0.0
cqi0skr,0.151,0.459,0.391,-0.7592
cqi1lxa,0.0,0.0,1.0,0.0
cqi1o38,0.0,0.0,1.0,0.0
cqi283m,0.0,0.0,1.0,0.0
cqi1vsd,0.0,0.0,1.0,0.0
cqi1bx9,0.0,0.0,1.0,0.0
cqi1n1p,0.0,0.0,1.0,0.0
cqi02jw,0.169,0.066,0.765,0.5848
cqi11ro,0.0,0.0,1.0,0.0
cqi235q,0.0,0.0,1.0,0.0
cqi0tmb,0.0,0.302,0.698,-0.5983
cqi1u2n,0.245,0.182,0.573,0.0516
cqhzwz5,0.22,0.069,0.711,0.765
cqi2g59,0.0,0.205,0.795,-0.264
cqi1nzn,0.36,0.0,0.64,0.5423
cqi05jd,0.0,0.0,1.0,0.0
cqi15rt,0.217,0.0,0.783,0.1695
cqi0j4g,0.0,0.0,1.0,0.0
cqi153t,0.193,0.14,0.667,0.3612
cqi2ai4,0.0,0.0,1.0,0.0
cqi14u8,0.226,0.0,0.774,0.4207
cqi1fw3,0.237,0.0,0.763,0.4215
cqi1leh,0.0,0.216,0.784,-0.296
cqi0tm5,0.0,0.0,1.0,0.0
cqi1dw4,0.0,0.194,0.806,-0.5574
cqi153o,0.0,0.181,0.819,-0.1935
cqi2093,0.0,0.0,1.0,0.0
cqi0y9o,0.281,0.0,0.719,0.5994
cqi0v8s,0.03,0.15,0.82,-0.7069
cqi0qg3,0.0,0.0,1.0,0.0
cqi15vp,0.0,0.0,1.0,0.0
cqi1wqd,0.179,0.0,0.821,0.5719
cqi1zms,0.053,0.15,0.797,-0.6167
cqi2bjo,0.423,0.142,0.435,0.7964
cqi1l6e,0.0,0.0,1.0,0.0
cqi1vga,0.203,0.0,0.797,0.4215
cqi0wag,0.127,0.239,0.634,-0.5093
cqi0r63,0.0,0.0,1.0,0.0
cqi1lk5,0.198,0.406,0.396,-0.7375
cqi0yq0,0.0,0.388,0.612,-0.5859
cqi1y9a,0.512,0.0,0.488,0.9273
cqi1a4h,0.0,0.474,0.526,-0.5574
cqi0vf8,0.0,0.0,1.0,0.0
cqi0z5i,0.391,0.159,0.451,0.4749
cqi1hu3,0.0,0.0,1.0,0.0
cqi0ovv,0.429,0.0,0.571,0.7579
cqi1dai,0.159,0.213,0.628,-0.1326
cqi26a2,0.187,0.213,0.6,-0.1027
cqi0u4c,0.384,0.0,0.616,0.6808
cqi2480,0.178,0.352,0.469,-0.5719
cqhzw3m,0.0,0.0,1.0,0.0
cqi0vee,0.0,0.0,1.0,0.0
cqi2ima,0.197,0.0,0.803,0.4019
cqi16st,0.093,0.0,0.907,0.4168
cqi16pv,0.558,0.0,0.442,0.743
cqi1h9k,0.355,0.0,0.645,0.5106
cqhzywl,0.183,0.074,0.743,0.6249
cqi1p2l,0.231,0.0,0.769,0.6369
cqi0u9r,0.111,0.501,0.388,-0.8415
cqi22th,0.0,0.0,1.0,0.0
cqi0z0n,0.0,0.0,1.0,0.0
cqi26hx,0.0,0.395,0.605,-0.8176
cqi16bl,0.08,0.375,0.545,-0.8176
cqi0qdg,0.0,0.0,1.0,0.0
cqi1kg4,0.0,0.0,1.0,0.0
cqi1tcd,0.0,0.0,1.0,0.0
cqi2w89,0.183,0.0,0.817,0.4005
cqi18it,0.228,0.123,0.649,0.6908
cqi1mtq,0.587,0.0,0.413,0.7964
cqi1z7l,0.0,0.0,1.0,0.0
cqi18qu,0.09,0.634,0.276,-0.872
cqi1lp5,0.0,0.0,1.0,0.0
cqi114b,0.0,0.0,1.0,0.0
cqi0zru,0.0,0.12,0.88,-0.128
cqi23so,0.113,0.384,0.503,-0.6486
cqi25cn,0.0,0.22,0.78,-0.4767
cqi0q2o,0.259,0.0,0.741,0.2732
cqi1ql4,0.0,0.455,0.545,-0.6334
cqi116w,0.0,0.33,0.67,-0.7096
cqi15ca,0.5,0.0,0.5,0.7184
cqi1n5o,0.0,0.0,1.0,0.0
cqi0sxs,0.0,0.207,0.793,-0.6351
cqi1l3s,0.0,0.0,1.0,0.0
cqi29kh,0.132,0.116,0.752,0.1154
cqi1a5t,0.0,0.194,0.806,-0.3412
cqi0yd0,0.0,0.155,0.845,-0.5106
cqi0tvi,0.122,0.0,0.878,0.3612
cqi1l7f,0.0,0.467,0.533,-0.5423
cqi2k98,0.322,0.031,0.646,0.9532
cqi1cia,0.0,0.155,0.845,-0.296
cqi3y99,0.0,0.0,1.0,0.0
cqi0pll,0.0,0.0,1.0,0.0
cqi0xu5,0.27,0.081,0.649,0.5819
cqi1bto,0.0,0.0,1.0,0.0
cqi1le4,0.224,0.0,0.776,0.3802
cqi28wn,0.0,0.28,0.72,-0.5423
cqi25al,0.0,0.0,1.0,0.0
cqi1kwj,0.0,0.241,0.759,-0.2263
cqi1xvd,0.173,0.081,0.745,0.6221
cqi13xt,0.0,0.0,1.0,0.0
cqi0hju,0.0,0.213,0.787,-0.6908
cqi0ylp,0.0,0.0,1.0,0.0
cqi2fc5,0.161,0.0,0.839,0.3612
cqi2hmx,0.0,0.0,1.0,0.0
cqi1u5b,0.439,0.0,0.561,0.6016
cqi1arf,0.0,0.0,1.0,0.0
cqi1ed0,0.0,0.382,0.618,-0.6523
cqi1g6q,0.333,0.0,0.667,0.4576
cqi1scg,0.583,0.0,0.417,0.7906
cqi27ff,0.0,0.279,0.721,-0.4767
cqi2f1f,0.0,0.306,0.694,-0.296
cqi2mq9,0.228,0.0,0.772,0.664
cqi1519,0.0,0.0,1.0,0.0
cqi1nfe,0.0,0.677,0.323,-0.8885
cqi28fl,0.0,0.31,0.69,-0.5563
cqi0r4d,0.167,0.278,0.556,-0.34
cqi0wig,0.0,0.363,0.637,-0.6114
cqi0ukp,0.0,0.35,0.65,-0.4003
cqi1bw6,0.0,0.0,1.0,0.0
cqi1kn8,0.297,0.0,0.703,0.5859
