Comment ID,Positive,Negative,Neutral,Compound
c4t0jlb,0.158,0.077,0.765,0.4256
c4t0gs8,0.0,0.24,0.76,-0.8779
c4t592b,0.208,0.0,0.792,0.6369
c4t26dj,0.355,0.0,0.645,0.765
c4tc65u,0.505,0.0,0.495,0.4703
c4te0a6,0.0,0.157,0.843,-0.7269
c4t6eje,1.0,0.0,0.0,0.4019
c4taebh,0.0,0.186,0.814,-0.494
c4t636w,0.071,0.16,0.769,-0.4767
c4t5azu,0.0,0.0,1.0,0.0
c4t4tec,0.0,0.0,1.0,0.0
c4t5um2,0.247,0.0,0.753,0.3182
c4t4v93,0.0,0.143,0.857,-0.5423
c4t8j1p,0.123,0.187,0.69,-0.3167
c4tgwsm,0.0,0.132,0.868,-0.6124
c4t224y,0.0,0.0,1.0,0.0
c4t2tqu,0.208,0.0,0.792,0.2732
c4t5cs0,0.136,0.141,0.723,-0.3164
c4t7umf,0.238,0.0,0.762,0.3612
c4t61tg,0.0,0.0,1.0,0.0
c4t63xv,0.0,0.0,1.0,0.0
c4t6abl,0.0,0.329,0.671,-0.5994
c4t87ai,0.195,0.274,0.531,-0.4215
c4t2sal,0.0,0.0,1.0,0.0
c4t5fs3,0.0,0.266,0.734,-0.4404
c4t62up,0.0,0.0,1.0,0.0
c4tbu9b,0.0,0.0,1.0,0.0
c4t68s4,0.286,0.0,0.714,0.4215
c4t6zd1,0.421,0.0,0.579,0.6748
c4vwsa8,0.215,0.0,0.785,0.5095
c4vwlna,0.0,0.0,1.0,0.0
c4vwb2u,0.299,0.309,0.392,-0.0516
c4vw0oy,0.298,0.0,0.702,0.5267
c4vw78p,0.49,0.0,0.51,0.5859
c4vw1re,0.0,0.0,1.0,0.0
c4vwbmn,0.0,0.5,0.5,-0.7906
c4vw4iw,0.375,0.0,0.625,0.6597
c4vw3ec,0.34,0.0,0.66,0.7717
c4vw36b,0.0,0.0,1.0,0.0
c4vw9rs,0.381,0.0,0.619,0.8341
c4vwkse,0.454,0.182,0.364,0.7378
c4vwghw,0.417,0.0,0.583,0.5106
c4vv2nr,0.152,0.0,0.848,0.3612
c4vwre3,0.0,0.538,0.462,-0.5423
c4vwgn8,0.0,0.186,0.814,-0.1531
c4vvzkt,0.313,0.357,0.33,-0.1363
c4vvr50,0.0,0.375,0.625,-0.5574
c4vwsji,0.0,0.211,0.789,-0.34
c4vwbrl,0.162,0.255,0.583,-0.2411
c4vw8yq,0.0,0.0,1.0,0.0
c4vwb7t,0.323,0.229,0.448,0.2244
c4vw4iy,0.464,0.0,0.536,0.3818
c4vwe80,0.0,0.0,1.0,0.0
c4vway0,0.0,0.259,0.741,-0.5994
c4vwmk2,0.0,0.247,0.753,-0.5067
c4vw3b8,0.313,0.118,0.569,0.8625
c4vwa9t,0.136,0.046,0.818,0.7697
c4vwbwm,0.108,0.113,0.779,-0.0258
c4vwzxn,0.0,0.0,1.0,0.0
c4vxbjd,0.0,0.0,1.0,0.0
c4vw879,0.434,0.0,0.566,0.5574
c4vwp5w,0.0,0.382,0.618,-0.4753
c4vwhrs,0.158,0.315,0.527,-0.5255
c4vwtgn,0.0,0.0,1.0,0.0
c4vw0x0,0.352,0.0,0.648,0.5859
c4vwvs9,0.0,0.0,1.0,0.0
c4vwie9,0.0,0.0,1.0,0.0
c4vwcie,0.116,0.387,0.497,-0.7096
c4vwylx,0.142,0.112,0.746,0.2263
c4vwgek,0.279,0.0,0.721,0.4767
c4vwtgt,0.106,0.0,0.894,0.3612
c4vujar,0.0,0.0,1.0,0.0
c4vwnlf,0.104,0.42,0.476,-0.9577
c4vx75z,0.267,0.0,0.733,0.624
c4vwdta,0.0,0.773,0.227,-0.5267
c4vwbnu,0.462,0.235,0.303,0.4588
c4vwdo2,0.219,0.0,0.781,0.6369
c4vwxy2,0.0,0.0,1.0,0.0
c4vw70v,0.0,0.549,0.451,-0.8074
c4vw8l3,0.279,0.0,0.721,0.4767
c4vuhmj,0.103,0.103,0.794,-0.25
c4vwnbh,0.312,0.053,0.634,0.8299
c4vwghx,0.0,0.0,1.0,0.0
c4vwy9h,0.097,0.145,0.758,-0.1531
c4vwsm9,0.0,0.0,1.0,0.0
c4vwxfa,0.117,0.104,0.779,0.0772
c4vwr44,0.0,0.0,1.0,0.0
c4vx0a8,0.0,0.0,1.0,0.0
c4vv9vo,0.189,0.18,0.631,0.0516
c4vwqdo,0.0,0.134,0.866,-0.1779
c4vvwy0,0.605,0.0,0.395,0.6809
c4vwsvw,0.144,0.094,0.762,0.8696
c4vwai2,0.0,0.0,1.0,0.0
c4vwuz4,0.0,0.19,0.81,-0.5095
c4vwuye,0.0,0.032,0.968,-0.296
c4vwydy,0.496,0.0,0.504,0.7096
c4vwvgi,0.166,0.065,0.769,0.5964
c4vw5sk,0.441,0.256,0.303,0.4694
c4vudhj,0.218,0.028,0.754,0.8689
c4vw66v,0.0,0.687,0.313,-0.9671
c4vwe2c,0.0,0.0,1.0,0.0
c4vw55h,0.347,0.535,0.118,-0.3802
c4vw3fr,0.321,0.0,0.679,0.7964
c4vw5vh,0.322,0.397,0.281,-0.2023
c4vupvb,0.143,0.0,0.857,0.7569
c4vwt90,0.334,0.0,0.666,0.6154
c4vwpo1,0.263,0.0,0.737,0.431
c4vwml3,0.0,0.0,1.0,0.0
c4vwrng,0.0,0.0,1.0,0.0
c4vwrjw,0.174,0.178,0.648,-0.1032
c4vwtkt,0.0,0.0,1.0,0.0
c4vuipi,0.0,0.0,1.0,0.0
c4vwm9r,0.0,0.268,0.732,-0.5255
c4vx64t,0.13,0.0,0.87,0.3716
c4vuig9,0.455,0.0,0.545,0.6124
c4vwee5,0.0,0.273,0.727,-0.7081
c4vwmih,0.0,0.688,0.312,-0.296
c4vwk2x,0.0,0.0,1.0,0.0
c4vyjpi,0.147,0.0,0.853,0.5859
c4vuhno,0.077,0.169,0.754,-0.4696
c4vw4ai,0.0,0.383,0.617,-0.4767
c4vxhp0,0.259,0.0,0.741,0.4199
c4vujop,0.088,0.117,0.795,-0.0018
c4vzbwk,0.0,0.0,1.0,0.0
c4vuvab,0.0,0.0,1.0,0.0
c4vwydz,0.0,0.674,0.326,-0.7351
c4vww92,0.096,0.064,0.84,0.6985
c4vwd1l,0.213,0.0,0.787,0.4019
c4w05o7,0.0,0.0,1.0,0.0
c4vwijy,0.0,0.0,1.0,0.0
c4vx2e5,0.226,0.0,0.774,0.8573
c4vwvfx,0.0,0.05,0.95,-0.34
c4vvepx,0.294,0.035,0.671,0.9433
c4vx5il,0.0,0.153,0.847,-0.7236
c4vuss2,0.0,0.565,0.435,-0.5994
c4vwpih,0.156,0.081,0.763,0.3987
c4vx46k,0.0,0.466,0.534,-0.6562
c4vvwrm,0.423,0.0,0.577,0.296
c4vx2gx,0.0,0.0,1.0,0.0
c4vwgt6,0.0,0.0,1.0,0.0
c4vwst7,0.0,0.545,0.455,-0.5574
c4vx7ak,0.0,0.0,1.0,0.0
c4vxbdt,0.0,0.0,1.0,0.0
c4vxt1o,0.354,0.08,0.566,0.7782
c4vx974,0.0,0.0,1.0,0.0
c4vxb0s,0.216,0.0,0.784,0.5559
c4vytmy,0.154,0.111,0.735,-0.1742
c4vwmed,0.348,0.0,0.652,0.4939
c4vx5kp,0.0,0.0,1.0,0.0
c4vwzsj,0.3,0.0,0.7,0.4588
c4vx0q4,0.236,0.0,0.764,0.2144
c4vwc64,0.144,0.408,0.449,-0.7089
c4vwx0q,0.0,0.664,0.336,-0.836
c4vx90p,0.457,0.0,0.543,0.6369
c4w06td,0.376,0.101,0.523,0.7506
c4vyb5l,0.0,0.103,0.897,-0.34
c4vxb61,0.0,0.0,1.0,0.0
c4vwxod,0.172,0.0,0.828,0.3612
c4vwua7,0.16,0.2,0.64,-0.1613
c4vx2z4,0.0,0.355,0.645,-0.296
c4vxm70,0.333,0.0,0.667,0.6705
c4vyc31,0.412,0.192,0.395,0.4404
c4vwp4y,0.0,0.0,1.0,0.0
c4w20qi,0.0,0.0,1.0,0.0
c4vwzka,0.0,0.0,1.0,0.0
c4vxtcm,0.0,0.0,1.0,0.0
c4vwuzx,0.0,0.0,1.0,0.0
c4vwfsd,0.0,0.0,1.0,0.0
c4vzvyo,0.0,0.0,1.0,0.0
c4vxcbt,0.256,0.269,0.475,-0.0352
c4vxv2u,0.221,0.089,0.69,0.5574
c4vwuw2,0.371,0.059,0.569,0.9118
c4vxgfq,0.0,0.286,0.714,-0.1531
c4vwwgl,0.256,0.0,0.744,0.6717
c4vwv62,0.313,0.0,0.687,0.6249
c4vwv0q,0.186,0.0,0.814,0.659
c4vykb5,0.0,0.0,1.0,0.0
c4vvddc,0.0,0.0,1.0,0.0
c4vx75l,0.0,0.0,1.0,0.0
c4vx8ea,0.158,0.0,0.842,0.5719
c4w05xs,0.0,0.0,1.0,0.0
c4vy8wd,0.0,0.0,1.0,0.0
c4vz2nx,0.0,0.0,1.0,0.0
c4vx549,0.0,0.0,1.0,0.0
c4vx749,0.0,0.096,0.904,-0.1531
c4vw5o9,0.147,0.197,0.657,-0.2481
c4vxtrw,0.099,0.111,0.791,-0.0772
c4vzc1c,0.231,0.0,0.769,0.4019
c4vwta1,0.0,0.231,0.769,-0.34
c4vziig,0.0,0.0,1.0,0.0
c4w0d2a,0.126,0.121,0.753,0.0258
c4vwxh7,0.31,0.0,0.69,0.4019
c4vx9eq,0.256,0.244,0.5,0.0516
c4vwytm,0.0,0.175,0.825,-0.5267
c4vwvfi,0.514,0.082,0.404,0.7511
c4vxiou,0.293,0.0,0.707,0.7355
c4vxj65,0.0,0.0,1.0,0.0
c4vwxcl,0.0,0.16,0.84,-0.2263
c4vww65,0.213,0.065,0.722,0.6232
c4vwls0,0.0,0.0,1.0,0.0
c4vx2ru,0.0,0.0,1.0,0.0
c4vxcf9,0.049,0.107,0.844,-0.6124
c4vyl0r,0.0,0.0,1.0,0.0
c4vwup6,0.307,0.215,0.478,0.1354
c4vzzed,0.345,0.0,0.655,0.6948
c4vyi5a,0.158,0.18,0.662,-0.4019
c4vzaz6,0.0,0.261,0.739,-0.6408
c4vxehc,0.0,0.307,0.693,-0.4767
c4vwwxl,0.04,0.118,0.842,-0.6486
c4vx23r,0.125,0.235,0.641,-0.6444
c4vya2a,0.081,0.107,0.812,-0.1511
c4vzqux,0.264,0.0,0.736,0.6956
c4vz65c,0.307,0.0,0.693,0.8555
c4vy7ll,0.0,0.333,0.667,-0.5423
c4vx6jp,0.0,0.0,1.0,0.0
c4vzwtf,0.202,0.052,0.746,0.8579
c4vz693,0.0,0.0,1.0,0.0
c4vwvjq,0.0,0.0,1.0,0.0
c4vwuu9,0.29,0.0,0.71,0.6486
c4vwx0k,0.0,0.205,0.795,-0.4767
c4vzpbr,0.0,0.0,1.0,0.0
c4vzcj6,0.0,0.0,1.0,0.0
c4vx6gr,0.0,0.0,1.0,0.0
c4vww1s,0.145,0.105,0.751,0.2788
c4vwz7r,0.313,0.0,0.687,0.7485
c4vxi03,0.208,0.166,0.625,0.2975
c4vzahn,0.128,0.082,0.79,0.3612
c4vz449,0.0,0.0,1.0,0.0
c4vze9w,0.0,0.353,0.647,-0.7964
c4vzdd0,0.0,0.0,1.0,0.0
c4vxfsc,0.0,0.455,0.545,-0.3612
c4vx5sp,0.0,0.0,1.0,0.0
c4vwzaw,0.0,0.265,0.735,-0.5009
c4vzcao,0.08,0.0,0.92,0.3632
c4vvzq7,0.0,0.0,1.0,0.0
c4vujwd,0.225,0.0,0.775,0.4927
c4vwtba,0.0,0.217,0.783,-0.4173
c4vx029,0.108,0.12,0.772,-0.1411
c4vwl8k,0.162,0.25,0.588,-0.296
c4vweb0,0.0,0.541,0.459,-0.5733
c4vwyh0,0.267,0.162,0.571,0.2732
c4vwy4e,0.0,0.508,0.492,-0.4767
c4vxlju,0.0,0.0,1.0,0.0
c4vw8le,0.421,0.316,0.263,0.2023
c4vxgca,0.19,0.235,0.576,-0.6531
c4vwvvw,0.324,0.0,0.676,0.7717
c4vw8vj,0.4,0.192,0.408,0.5499
c4vwx9v,0.111,0.0,0.889,0.25
c4vuqwl,0.0,0.0,1.0,0.0
c4vwtl8,0.0,0.238,0.762,-0.4795
c4vvqr4,0.061,0.059,0.88,0.0258
c4vx304,0.117,0.016,0.867,0.8472
c4vx1cv,0.187,0.103,0.71,0.3182
c4vwup5,0.111,0.383,0.506,-0.6486
c4vx8fm,0.14,0.0,0.86,0.4173
c4vz22l,0.0,0.167,0.833,-0.1531
c4vxbdf,0.106,0.015,0.879,0.9043
c4vx2iq,0.0,0.0,1.0,0.0
c4vwx9p,0.0,0.0,1.0,0.0
c4vwvgh,0.516,0.0,0.484,0.4926
c4vxfmt,0.0,0.0,1.0,0.0
c4vx1cs,0.0,0.0,1.0,0.0
c4vxn8b,0.0,0.417,0.583,-0.6486
c4vxh3h,0.0,0.0,1.0,0.0
c4vvrxf,0.0,0.0,1.0,0.0
c4vxctc,0.58,0.0,0.42,0.4847
c4vx1co,0.137,0.192,0.671,-0.4284
c4vwvoh,0.134,0.0,0.866,0.5859
c4vwtzx,0.0,0.0,1.0,0.0
c4vwyk6,0.037,0.306,0.656,-0.9721
c4vwwls,0.265,0.0,0.735,0.2023
c4vwzv3,0.389,0.0,0.611,0.9094
c4vz8zo,0.0,0.34,0.66,-0.5574
c4vzod5,0.363,0.0,0.637,0.6908
c4vxyyr,0.127,0.159,0.715,-0.1263
c4w0f4i,0.0,0.0,1.0,0.0
c4vycnc,0.0,0.0,1.0,0.0
c4vuxr1,0.191,0.173,0.636,0.0516
c4vw98o,0.24,0.28,0.48,-0.128
c4vxmaz,0.071,0.134,0.795,-0.584
c4vwgc0,0.196,0.0,0.804,0.658
c4vxbvb,0.0,0.217,0.783,-0.5574
c4vw5dx,0.597,0.0,0.403,0.8122
c4vww0o,0.12,0.0,0.88,0.2942
c4vx427,0.0,0.0,1.0,0.0
c4vxzlc,0.0,0.0,1.0,0.0
c4vyq75,0.0,0.452,0.548,-0.5106
c4vx7yg,0.11,0.074,0.816,0.2484
c4vxl0c,0.174,0.349,0.477,-0.5091
c4vwxrh,0.039,0.095,0.865,-0.3892
c4vwz77,0.055,0.176,0.769,-0.6705
c4vx2db,0.266,0.202,0.532,0.1531
c4vwwd3,0.0,0.718,0.282,-0.6249
c4vvxp2,0.095,0.0,0.905,0.4215
c4vwtme,0.224,0.036,0.74,0.8922
c4vv2ou,0.101,0.0,0.899,0.2263
c4vx1ab,0.0,0.0,1.0,0.0
c4vy510,0.0,0.32,0.68,-0.5106
c4vwxl7,0.0,0.0,1.0,0.0
c4vx0b7,0.0,0.0,1.0,0.0
c4vx9kz,0.037,0.0,0.963,0.34
c4vx60n,0.0,0.239,0.761,-0.296
c4vx55k,0.496,0.0,0.504,0.7106
c4vzev3,0.0,0.389,0.611,-0.4902
c4vxul2,0.0,0.0,1.0,0.0
c4vx3i8,0.0,0.0,1.0,0.0
c4w3p04,0.044,0.122,0.834,-0.872
c4vxfie,0.0,0.333,0.667,-0.5423
c4vznxp,0.0,0.192,0.808,-0.6966
c4w0ct5,0.0,0.166,0.834,-0.3804
c4w04k8,0.0,0.0,1.0,0.0
c4w0qah,0.0,0.0,1.0,0.0
c4vx5ys,0.292,0.0,0.708,0.5106
c4vximj,0.0,0.538,0.462,-0.3252
c4vwv87,0.398,0.245,0.357,0.2827
c4vx107,0.152,0.342,0.506,-0.5423
c4vy5bw,0.0,0.0,1.0,0.0
c4w0bxf,0.168,0.061,0.771,0.5719
c4vzyol,0.0,0.0,1.0,0.0
c4vxdxq,0.0,0.0,1.0,0.0
c4vy30f,0.0,0.0,1.0,0.0
c4w0c6p,0.43,0.0,0.57,0.7783
c4vzcbj,0.0,0.38,0.62,-0.5696
c4vxnyx,0.0,0.0,1.0,0.0
c4vzxp5,0.097,0.079,0.824,0.128
c4vxbcz,0.0,0.0,1.0,0.0
c4vwwb8,0.0,0.0,1.0,0.0
c4w1ky9,0.156,0.0,0.844,0.5719
c4vz910,0.226,0.0,0.774,0.6571
c4vz0qu,0.0,0.0,1.0,0.0
c4vxhcq,0.0,0.225,0.775,-0.6402
c4vwx67,0.0,0.0,1.0,0.0
c4vykxq,0.0,0.0,1.0,0.0
c4vvmvt,0.0,0.423,0.577,-0.296
c4vx7k1,0.224,0.0,0.776,0.5367
c4vy5l8,0.0,0.0,1.0,0.0
c4vxcgr,0.247,0.383,0.37,-0.296
c4vxncd,0.0,0.225,0.775,-0.4404
c4vyug7,0.0,0.419,0.581,-0.5574
c4vx7vp,0.342,0.0,0.658,0.8332
c4vym0r,0.167,0.121,0.712,0.5899
c4vx1lk,0.368,0.0,0.632,0.5423
c4w0yq9,0.0,0.0,1.0,0.0
c4vxznr,0.0,0.0,1.0,0.0
c4vx8mt,0.0,0.0,1.0,0.0
c4vx4py,0.0,0.0,1.0,0.0
c4vz9sb,0.0,0.235,0.765,-0.3535
c4vx0aa,0.0,0.0,1.0,0.0
c4vx3dy,0.0,0.0,1.0,0.0
c4vyjq2,0.0,0.0,1.0,0.0
c4vwz4u,0.0,0.102,0.898,-0.3818
c4vz0kd,0.0,0.0,1.0,0.0
c4vxe1c,0.0,0.367,0.633,-0.9116
c4vxj8i,0.0,0.0,1.0,0.0
c4vz6cs,0.0,0.275,0.725,-0.9398
c4vym8o,0.278,0.0,0.722,0.4003
c4vzdjr,0.206,0.0,0.794,0.808
c4w45zm,0.208,0.0,0.792,0.2732
c4vxzv2,0.366,0.186,0.448,0.6369
c4w01gz,0.242,0.077,0.681,0.7904
c4vyqkf,0.0,0.0,1.0,0.0
c4vxhq1,0.0,0.0,1.0,0.0
c4w0uow,0.0,0.167,0.833,-0.0516
c4vztbt,0.0,0.194,0.806,-0.0516
c4vxgxw,0.274,0.188,0.538,0.2263
c4vxi65,0.0,0.0,1.0,0.0
c4vxv9k,0.0,0.0,1.0,0.0
c4vz2o7,0.0,0.339,0.661,-0.6249
c4vy7i7,0.0,0.0,1.0,0.0
c4vx55w,0.123,0.0,0.877,0.5165
c4vzldo,0.18,0.0,0.82,0.3182
c4vxjfx,0.136,0.0,0.864,0.6249
c4vvzjh,0.0,0.0,1.0,0.0
c4vvzs8,0.474,0.0,0.526,0.6597
c4vun89,0.423,0.0,0.577,0.296
c4vx1an,0.0,0.0,1.0,0.0
c4vxaf0,0.0,0.0,1.0,0.0
c4vwwf4,0.18,0.0,0.82,0.296
c4vx5hr,0.0,0.0,1.0,0.0
c4vwf57,0.0,0.0,1.0,0.0
c4w0ydw,0.0,0.0,1.0,0.0
c4vzig5,0.342,0.156,0.503,0.5719
c4vx5nf,0.218,0.16,0.622,0.7248
c4vydlr,0.0,0.314,0.686,-0.7778
c4vxiw7,0.134,0.09,0.776,0.9229
c4vx0uo,0.0,0.0,1.0,0.0
c4vyf38,0.083,0.109,0.808,-0.2732
c4vz7ep,0.337,0.0,0.663,0.7269
c4vxhdh,0.131,0.048,0.821,0.659
c4vwutx,0.071,0.052,0.878,0.1725
c4vx049,0.0,0.156,0.844,-0.34
c4vx0ju,0.524,0.0,0.476,0.5106
c4vzey6,0.046,0.098,0.857,-0.4336
c4vym8q,0.263,0.224,0.513,0.1531
c4vxqg1,0.516,0.0,0.484,0.4939
c4vxwx9,0.228,0.211,0.561,0.0572
c4vxuzg,0.326,0.0,0.674,0.4404
c4w1frv,0.348,0.0,0.652,0.5859
c4vxbzg,0.123,0.083,0.794,0.0754
c4vxaq9,0.0,0.0,1.0,0.0
c4vyyob,0.208,0.206,0.586,0.0387
c4vyyyg,0.037,0.221,0.742,-0.9397
c4vww7n,0.122,0.0,0.878,0.5106
c4vxi4w,0.124,0.129,0.747,-0.3246
c4vxfz9,0.0,0.0,1.0,0.0
c4vy0n5,0.115,0.29,0.595,-0.6597
c4vzrev,0.032,0.229,0.739,-0.9337
c4vztgs,0.0,0.0,1.0,0.0
c4vzvlp,0.1,0.0,0.9,0.4199
c4vuy3p,0.0,0.0,1.0,0.0
c4w108a,0.082,0.231,0.687,-0.6597
c4vyfhi,0.0,0.236,0.764,-0.7783
c4vzbw5,0.087,0.323,0.591,-0.7178
c4vzgxl,0.072,0.173,0.755,-0.4939
c4vxyh9,0.0,0.0,1.0,0.0
c4vxdss,0.295,0.0,0.705,0.7422
c4vwwje,0.0,0.0,1.0,0.0
c4vyy7v,0.0,0.0,1.0,0.0
c4vyqxg,0.0,0.0,1.0,0.0
c4w1otc,0.0,0.0,1.0,0.0
c4w26iy,0.0,0.0,1.0,0.0
c4vzxs7,0.512,0.0,0.488,0.2732
c4vxnpw,0.0,0.0,1.0,0.0
c4vyhwz,0.207,0.257,0.536,-0.5106
c4w0tpg,0.0,0.0,1.0,0.0
c4vzh9w,0.0,0.0,1.0,0.0
c4vykht,0.178,0.0,0.822,0.3818
c4w0j3f,0.0,0.0,1.0,0.0
c4vyhfr,0.0,0.0,1.0,0.0
c4vxtmg,0.0,0.398,0.602,-0.7136
c4w43zf,0.103,0.277,0.62,-0.4939
c4vzi1x,0.119,0.0,0.881,0.3182
c4vy0np,0.623,0.0,0.377,0.5106
c4vz1np,0.0,0.0,1.0,0.0
c4vymnz,0.0,0.157,0.843,-0.4215
c4vvnzv,0.0,0.0,1.0,0.0
c4vy1sc,0.136,0.318,0.545,-0.6124
c4vxiun,0.193,0.189,0.618,0.0258
c4w03m3,0.0,0.0,1.0,0.0
c4vxa4w,0.209,0.0,0.791,0.4404
c4vy97g,0.0,0.403,0.597,-0.4019
c4vy60e,0.231,0.0,0.769,0.34
c4vyw4r,0.332,0.067,0.602,0.9072
c4vxw1k,0.171,0.196,0.633,-0.1027
c4vypgr,0.0,0.0,1.0,0.0
c4vzugj,0.4,0.0,0.6,0.7184
c4vxrhe,0.243,0.235,0.522,0.0258
c4vx58w,0.0,0.0,1.0,0.0
c4vxgk1,0.09,0.341,0.569,-0.8176
c4w0jvh,0.0,0.26,0.74,-0.2755
c4vzunv,0.0,0.455,0.545,-0.6136
c4vyr7c,0.056,0.057,0.887,0.2484
c4w0386,0.064,0.077,0.858,-0.1018
c4vzdvr,0.207,0.0,0.793,0.4816
c4w124q,0.0,0.0,1.0,0.0
c4vxzi6,0.0,0.0,1.0,0.0
c4vz7y3,0.136,0.0,0.864,0.7099
c4w00ul,0.0,0.0,1.0,0.0
c4vxgt2,0.173,0.0,0.827,0.8569
c4vzy52,0.0,0.0,1.0,0.0
c4vvzri,0.0,0.0,1.0,0.0
c4vz1xg,0.0,0.37,0.63,-0.6908
c4vxo4u,0.102,0.173,0.725,-0.2481
c4w0i9u,0.0,0.0,1.0,0.0
c4vzxbb,0.0,0.23,0.77,-0.5095
c4vyxeb,0.093,0.155,0.752,-0.34
c4vynqw,0.119,0.222,0.659,-0.3318
c4vxz8p,0.318,0.0,0.682,0.6794
c4vzasq,0.326,0.0,0.674,0.4404
c4vx36h,0.0,0.0,1.0,0.0
c4vx2ba,0.0,0.0,1.0,0.0
c4vy8jd,0.247,0.078,0.675,0.8765
c4vx5lb,0.48,0.0,0.52,0.5709
c4vx4s0,0.0,0.0,1.0,0.0
c4vxvbb,0.0,0.0,1.0,0.0
c4vyho8,0.0,0.0,1.0,0.0
c4vy1jh,0.084,0.033,0.883,0.3182
c4vzhlc,0.195,0.25,0.555,-0.4091
c4w33ki,0.0,0.454,0.546,-0.3597
c4w0vgq,0.0,0.0,1.0,0.0
c4vypn3,0.0,0.136,0.864,-0.296
c4vx0xa,0.0,0.249,0.751,-0.743
c4vyv1u,0.0,0.0,1.0,0.0
c4w1xir,0.0,0.0,1.0,0.0
c4vz982,0.501,0.0,0.499,0.7925
c4vzkgk,0.0,0.817,0.183,-0.836
c4w4kf7,0.0,0.0,1.0,0.0
c4vz197,0.0,0.0,1.0,0.0
c4vvu0l,0.0,0.0,1.0,0.0
c4vyz24,0.0,0.0,1.0,0.0
c4vxjt7,0.278,0.0,0.722,0.4019
c4w0jf0,0.0,0.783,0.217,-0.5574
c4w034t,0.056,0.0,0.944,0.0772
c4vx7w7,0.218,0.105,0.677,0.4259
c4w40h4,0.195,0.0,0.805,0.4404
c4vy3y1,0.16,0.0,0.84,0.6369
c4vxpj4,0.0,0.0,1.0,0.0
c4vxca4,0.0,0.167,0.833,-0.296
c4vymr9,0.0,0.0,1.0,0.0
c4vy9n5,0.225,0.169,0.606,0.0772
c4w1w1g,0.0,0.197,0.803,-0.4019
c4vyvqm,0.272,0.34,0.388,-0.1779
c4w27n4,0.0,0.0,1.0,0.0
c4vzq49,0.321,0.121,0.557,0.7269
c4vzcsc,0.0,0.0,1.0,0.0
c4vvuxa,0.0,0.0,1.0,0.0
c4vz6l3,0.535,0.0,0.465,0.3182
c4vxqwt,0.0,0.0,1.0,0.0
c4w08bq,0.0,0.0,1.0,0.0
c4vy7yc,0.0,0.0,1.0,0.0
c4vz2gr,0.0,0.0,1.0,0.0
c4vy6e8,0.677,0.0,0.323,0.2732
c4vyo3t,0.0,0.0,1.0,0.0
c4vyrzp,0.0,0.0,1.0,0.0
c4w9ww5,0.0,0.595,0.405,-0.5267
c4w0ern,0.215,0.0,0.785,0.4765
c4vzlb5,0.0,0.0,1.0,0.0
c4vw5t0,0.0,0.0,1.0,0.0
c4vz4wb,0.266,0.0,0.734,0.4404
c4vz6xt,0.0,0.0,1.0,0.0
c4vw8j0,0.615,0.0,0.385,0.4939
c4vzgqm,0.275,0.0,0.725,0.2263
c4vx80p,0.0,0.54,0.46,-0.6908
c4vzqg8,0.0,0.0,1.0,0.0
c4vzjf0,0.264,0.264,0.473,0.0
c4vyw2q,0.116,0.0,0.884,0.2732
c4w2c48,0.0,0.0,1.0,0.0
c961wkk,0.519,0.0,0.481,0.6597
c96139g,0.346,0.0,0.654,0.8402
c961yhw,0.0,0.17,0.83,-0.6486
c961fly,0.0,0.0,1.0,0.0
c9629dz,0.279,0.0,0.721,0.5399
c963bhv,0.07,0.064,0.865,-0.0129
c961jy8,0.173,0.121,0.705,0.204
c96682p,0.054,0.14,0.806,-0.9563
c9622pr,0.206,0.0,0.794,0.5994
c96239v,0.264,0.138,0.599,0.2748
c961pm8,0.275,0.134,0.591,0.6956
c95zxrd,0.103,0.0,0.897,0.6486
c95ztbh,0.236,0.336,0.429,-0.34
c961wlb,0.311,0.5,0.189,-0.25
c960vdt,0.0,0.223,0.777,-0.3182
c9654ra,0.23,0.373,0.397,-0.4215
c96269l,0.31,0.0,0.69,0.4019
c962jev,0.06,0.149,0.79,-0.7964
c962lqt,0.0,0.259,0.741,-0.9647
c960wkz,0.251,0.0,0.749,0.8555
c964a7c,0.0,0.22,0.78,-0.8402
c96256z,0.0,0.08,0.92,-0.0772
c964rfl,0.148,0.179,0.673,-0.8
c9628yb,0.165,0.421,0.413,-0.4767
c961cu4,0.231,0.0,0.769,0.6369
c961bmh,0.277,0.415,0.308,-0.2263
c9628cs,0.081,0.055,0.864,0.2354
c961you,0.0,0.114,0.886,-0.3818
c962gvf,0.134,0.056,0.81,0.8512
c963loa,0.24,0.0,0.76,0.6948
c960v0t,0.0,0.0,1.0,0.0
c962nze,0.275,0.0,0.725,0.8225
c9622io,0.0,0.0,1.0,0.0
c962bxm,0.0,0.0,1.0,0.0
c963urh,0.185,0.141,0.674,0.5634
c962b50,0.111,0.0,0.889,0.128
c9647gl,0.401,0.0,0.599,0.81
c962phl,0.247,0.172,0.581,0.3708
c966m29,0.0,0.0,1.0,0.0
c968g80,0.2,0.0,0.8,0.4588
c965b4o,0.184,0.114,0.702,0.9982
c962bss,0.5,0.0,0.5,0.7901
c965fbp,0.138,0.299,0.563,-0.8074
c96cjly,0.232,0.075,0.693,0.9843
c964enu,0.168,0.0,0.832,0.9905
c966yxx,0.14,0.072,0.788,0.9318
c965ewb,0.152,0.199,0.649,-0.2353
c965xzw,0.236,0.0,0.764,0.871
c9677f7,0.234,0.0,0.766,0.7003
